56.66,22.66,269.54,673.43,0.17,22.1
62.23,26.44,274.31,680.75,0.13,45.14
58.37,23.47,279.11,688.11,0.08,7.33
55.32,21.22,283.97,695.53,0.07,4.18
50.1,17.83,289.17,703.16,0,0.29
55.01,21.12,293.87,710.75,0.03,1.02
57.08,23,298.59,718.25,0,0
58.13,23.03,303.31,725.65,0.03,0.45
52.65,19.51,308.22,733.09,0.02,2.47
49.46,17.56,312.71,740.77,0,0.02
59.03,23.89,318.12,748.69,0,0.04
55.91,22.02,323.51,756.64,0.02,1.94
61.15,25.27,328.83,764.55,0.01,0.12
59.67,24.19,334.06,772.34,0,0
54.31,20.8,339.49,780.31,0.03,2.8
63.79,27.47,344.74,788.23,0.03,2.66
60.25,24.59,349.99,796.16,0.07,24.87
52.53,19.18,355.39,804.24,0.11,43.14
51.06,18.71,359.76,812.06,0.02,0.96
44.27,14.73,354.76,819.69,0.02,1.55
42.62,13.67,359.53,827.63,0.05,17.49
44.8,14.8,364.77,835.77,0.1,11.22
49.25,17.46,369.01,843.92,0.07,8.71
47.41,16.8,358.97,850.25,0.02,5.8
44.81,16.31,304.4,849.08,0.04,33.34
39.53,13.68,282.23,843.65,0.02,1.14
38.42,12.2,283.11,850.57,0,0.08
38.03,11.88,287.96,858.32,0,0
40.72,13.32,289.87,866.14,0.05,4.81
40.07,12.97,280.96,871.57,0,0
37.3,11.72,260.87,874.16,0.01,0.2
28.91,8.35,207.38,864.75,0,0
21.5,5.29,186.94,859.58,0,0.04
18.29,4.91,141.84,834.37,0.01,0.14
26.2,7.95,140.56,835.69,0.02,0.83
38.37,14.02,145.45,842.23,0.05,1.58
49.89,21.83,150.41,848.65,0.02,1.81
51.29,22.09,155.57,855.24,0.02,0.31
52.89,22.54,161,862,0.01,1.05
58.25,26.51,166.47,868.88,0.05,3.16
56.39,23.92,170.6,875.93,0.01,0.56
53.67,21.4,176.19,883.1,0.04,1.76
55.82,22.4,181.95,890.24,0.03,3.78
61.91,27.74,187.36,897.25,0.03,2.57
52.75,20.04,192.95,904.33,0.04,1.56
52.14,19.42,196.27,906.53,0,0.03
45.78,15.82,192.91,908.03,0.04,1.28
40.27,13.51,185.49,890.85,0.01,0.6
45.55,15.58,190.84,897.98,0.04,1.71
47.46,16.65,196.41,905.26,0.02,7.23
52.25,20.12,194.72,905.91,0.08,7.31
33.16,10.23,177.12,887.76,0.02,0.47
26.36,7.48,164.99,884.15,0,0.07
28.43,9.28,146.81,875.22,0.01,0.08
35.09,11.58,150.91,881.34,0,0
36.32,11.68,155.83,888.27,0.02,0.39
34.84,11.25,155.41,885.73,0,0
32.34,10.25,155.6,885.58,0.02,0.8
33.66,10.81,154.39,877.45,0.12,26.65
38.63,12.85,158.87,883.77,0.05,9.11
41.15,14.32,163.12,890.12,0.21,9.67
39,12.69,168.42,896.97,0.03,2.35
40.57,13.49,173.46,903.66,0.04,0.92
38.24,12.61,175.43,907.39,0.01,0.43
36.52,11.5,178.03,911.28,0.08,2.66
34.18,10.31,176.77,915.95,0.04,1.8
33.15,9.75,178.94,919.07,0.05,2.42
33.42,9.89,181.19,923.12,0.14,4.33
38.95,12.71,184.17,927.91,0.03,2.43
47.61,17.71,185.88,933.3,0.07,1.09
45.48,16.64,189.02,938.21,0.02,0.83
41.56,15.5,183.41,937.83,0.09,1.98
30.62,9.11,179.18,935.68,0.02,1.08
37.77,12.04,183.32,941.11,0.04,0.85
46.88,16.66,187.6,946.67,0.05,2.62
45.94,16.19,191.83,952.08,0.06,5.9
45.98,15.97,196.21,957.71,0.15,15.09
56.65,23.11,200.21,963.21,0.12,18.82
59.75,25.76,203.88,968.34,0.26,9.04
47.92,17.16,207.05,973.07,0.08,10.62
41,13.09,210.86,978.17,0.12,3.88
43.43,14.19,214.89,983.58,0.06,2.15
45.48,15.16,219.2,989.22,0.08,5.81
45.31,15.1,223.74,995.06,0.15,6.55
46.49,15.72,228.41,1001.05,0.07,5.3
48.62,16.92,229.05,996.33,0.21,7.22
44.64,14.93,232.25,1001.29,0.06,5.72
46.02,15.66,236.22,1006.9,0.28,16.65
46.49,15.79,240.38,1012.65,0.12,10.51
43.41,14.03,244.52,1018.47,0.25,15.23
47.9,16.77,248.47,1024.19,0.16,42.25
51.83,19.5,252.07,1029.67,0.09,7.24
49.17,17.79,255.66,1035.18,0.16,18.57
48.38,17.2,258.43,1039.65,0.1,8.32
39.48,12.63,258.55,1042.11,0.17,6.27
32.21,8.82,259.24,1045.8,0.05,8.41
32.94,9.05,261.65,1049.93,0.06,2.78
34.41,9.63,264.24,1054.22,0.02,0.64
36.75,10.61,266.95,1058.63,0.04,1.72
38.73,11.51,269.61,1062.94,0.07,3.52
42.92,13.66,272.39,1067.35,0.04,3.48
52.9,19.94,275.07,1071.56,0.1,4.16
43.73,14.26,277.15,1075.07,0.01,0.22
40.76,12.61,279.35,1079.03,0.09,3.19
47.41,16.14,281.9,1083.06,0.03,1.18
46.25,15.58,284.54,1087.01,0.05,6.46
50.47,17.93,287.17,1091.08,0.05,3.01
53.75,20.34,289.68,1095.03,0.07,3.2
41.46,12.97,292.23,1099.17,0.15,10.66
44.68,14.7,295.1,1103.6,0.03,18.34
53.81,20.13,297.88,1108,0.09,1.69
42.68,13.6,300.25,1112.1,0.01,0.72
40.44,12.39,303.16,1116.69,0.06,1.3
46.17,15.26,306.32,1121.46,0.06,11.93
48.16,16.46,309.13,1125.92,0.12,8.06
47.11,15.76,311.39,1130.04,0.12,17.09
47.95,16.52,314.11,1134.2,0.2,45.34
58.42,24.24,316.78,1138.3,0.48,92.99
51.58,19.07,319.49,1142.49,1.22,658.67
47.1,15.67,322.25,1146.83,1.9,297.31
42.76,13.38,324.84,1151.18,0.7,217.71
65.25,29.48,326.48,1154.8,1.14,192.11
40.64,14.4,323.91,1157.09,0.09,3.36
28,8.5,277.14,1140.64,0.01,0.09
15.59,3.44,236.85,1120.54,0.13,2.36
18.5,4.25,227.31,1118.76,0.02,0.63
15.23,3.95,188.74,1083.06,0.05,0.49
13.85,2.97,189.52,1084.29,0.07,2.39
15.67,3.51,189.35,1084.51,0.13,1.95
17,3.85,188.67,1082.95,0.03,1.21
16.64,3.96,182.28,1068.39,0.04,0.96
17.69,4.38,175.2,1034.45,0,0
12.66,3.46,140.19,941.9,0,0
10.36,2.43,139.21,940.53,0.13,1.92
13.5,3.46,137.12,942.44,0.04,3.79
9.21,2.59,81.22,843.55,0.11,2.78
6.43,2.03,68.33,811.33,0.07,1.97
7.81,2.02,68.69,810.58,0.11,2.27
6.8,1.66,64.92,801.86,0,0
5.84,1.49,59.7,792.48,0,0
9.17,2.62,58.12,789.14,0.03,0.71
11.89,3.55,60.06,791.26,0.01,0.32
20.87,7.69,62.2,793.34,0.2,5.37
19.43,7.1,63.79,795.01,0.06,2.85
23.83,9.67,64.91,796.13,0.1,2.4
27.69,11.85,65.83,796.89,0.04,1.29
20.16,7.37,67.08,797.88,0.03,1.12
18.69,6.29,68.16,798.91,0.07,1.15
19.7,6.69,69.17,799.87,0,0
20.44,7.06,69.47,799.94,0.1,1.19
23.44,8.78,70.86,801.25,0,0.08
21.69,7.46,72.13,802.39,0.01,0.3
17.31,5.36,71.06,790.66,0,0
18.18,5.97,69.4,777.62,0,0
18.79,6.14,69.3,772.16,0.07,2.76
16.56,5.16,69.62,770.36,0.08,2.54
16.17,4.8,70.9,772,0.08,2.94
19.21,6.13,72.08,773.05,0,0
17.01,5.21,70.61,763.5,0,0
16.42,5.27,69.07,750.55,0,0
12.74,3.78,64.16,725.22,0,0
15.74,5.39,64.4,725.07,0.03,0.8
14.86,4.59,64.94,722.89,0.02,0.21
12.69,3.56,63.42,710.1,0.05,0.67
10.64,3.02,61.33,701.39,0,0
7.42,1.84,59.65,697.89,0.02,0.52
8.21,2.05,57.38,684.1,0,0
12.42,3.9,54.4,664.57,0,0.02
11.52,3.67,55.06,665.25,0.01,0.17
16.02,5.82,56.02,666.26,0.04,0.62
16.69,6.04,57.23,667.63,0,0.04
17.28,6.42,58.48,669.11,0,0.1
17.46,6.45,59.45,670,0,0
11.77,3.45,58.79,665.12,0,0
9.38,2.61,57.12,659.44,0.01,0.11
13.48,4.44,57.98,660.69,0.01,0.83
10.17,2.99,56.1,650.12,0,0
8.52,2.3,54.73,638.31,0,0
4.25,1.14,40.07,577.89,0,0
2.23,0.77,27.68,530.23,0.02,0.45
3.99,1.48,28.22,530.78,0.02,1.18
4.71,1.79,28.74,531.16,0.01,0.11
7.29,2.75,28.22,519.35,0,0
5.5,1.99,28.21,512.94,0,0
6.8,2.47,28.84,513.35,0,0
9.23,4.01,28.46,503.26,0,0
5.52,1.84,27.32,489.16,0,0.02
6.82,2.67,26.79,487.08,0,0.03
6.86,2.73,27.4,487.61,0.01,0.05
10.53,4.97,28.13,488.28,0,0
8.08,3.53,28.81,489.01,0.01,0.23
7.46,2.95,29.24,487.6,0,0
8.79,3.67,30.21,488.79,0.02,0.18
9.54,3.98,31.19,490,0,0
10.08,4.12,32.36,491.4,0,0
9.94,4.04,33.59,492.97,0,0.09
10,4.04,34.66,494.23,0.02,1.64
10.59,4.37,35.97,495.9,0.03,0.73
12.26,5.14,37.13,497.2,0,0.2
10.02,3.97,38.13,498.54,0.04,1.21
11.5,4.65,39.04,499.77,0,0.38
11.42,4.54,39.95,500.96,0.02,1.18
9.5,3.59,40.8,502.14,0,0.1
8.96,3.38,41.56,503.32,0,0
9.39,3.73,42.07,504.03,0.02,1.2
10.94,4.39,40.88,504.82,0,0.12
13.66,5.78,41.54,505.73,0.03,0.84
11.18,4.44,42.6,506.85,0,0
12.81,5.15,42.52,506.37,0,0.02
14.99,6.55,43.06,507.15,0,0
10.32,3.75,43.74,507.89,0.06,1.49
10.11,3.33,43.28,505.62,0,0.08
8.17,2.53,42.87,505.93,0.01,0.55
9.06,2.89,43.83,507.35,0.02,1.3
14.23,5.75,44.65,508.42,0,0
14.56,5.82,45.05,508.81,0.02,0.26
10.67,3.74,45.83,509.37,0.01,0.75
13.37,4.95,44.73,505.44,0.01,0.2
4.03,1.23,33.89,476.93,0,0
5.35,1.79,33.13,475.09,0.03,3.96
10.26,4.16,34.07,475.95,0.02,0.38
9.76,3.99,35.23,476.94,0,0.08
12.45,5.5,35.32,472.43,0.06,0.76
11.57,4.86,36.32,473.38,0,0.07
12.58,5.55,37.32,474.37,0.06,0.65
14.75,6.8,38.45,475.45,0.02,0.41
14.82,6.75,39.7,476.73,0.02,0.45
19.69,10.21,40.9,477.9,0.03,0.36
14.5,6.51,41.91,478.72,0,0.04
12.49,4.99,42.92,479.82,0.08,1.31
11.84,4.59,43.9,480.63,0,0.17
12,4.52,43.55,478.17,0.01,0.14
16.48,7.24,44.74,478.76,0,0
17.87,8.95,42.52,467.95,0,0
4.72,1.64,38.13,462.55,0,0
5.26,1.85,38.35,462.88,0,0
2.75,1.25,31.75,453.2,0,0
3.02,1.38,24.49,428.94,0,0
0.69,0.61,15.63,392.54,0,0.01
2.26,1.39,15.96,392.76,0,0.04
8.77,5.76,16.14,387.5,0,0.03
1.78,0.82,11.62,341.93,0,0
3.15,1.71,11.19,338.87,0.01,0.09
4.16,2.63,11.69,336.9,0,0
3.61,2.23,12.7,337.93,0,0.07
4.71,2.76,12.47,332.86,0,0
0.43,0.58,8.52,314.22,0,0
1.2,1.27,9.09,313.56,0,0.02
4.6,3.79,10.36,314.82,0.01,0.46
4.78,3.36,11.87,316.14,0.03,0.62
6.04,4.02,13.85,318,0,0.02
10.21,6.87,16.53,320.35,0,0
12.42,7.95,19.78,323.1,0.01,0.29
12.5,7.43,22.94,325.88,0.01,0.16
20.38,13.86,25.72,328.4,0.04,0.59
15.15,8.17,28.68,330.99,0.01,0.22
15.43,7.95,31.31,333.48,0.06,2.11
14.61,6.99,34.07,336.07,0.05,1.48
19.27,10.15,36.89,338.8,0.01,0.08
19.33,9.35,39.61,341.45,0.06,4.01
20.73,9.76,42.56,344.22,0.07,6.14
20.99,9.49,45.59,347.1,0.09,1.55
26.1,13.1,48.58,350.03,0.04,1.7
26.23,12.49,51.47,352.86,0.09,2.4
24.21,10.34,54.74,356.06,0.07,1.97
25.28,10.62,57.97,359.3,0.05,1.42
28.75,12.77,60.75,362.33,0.05,0.74
29.26,12.83,63.2,365.04,0.07,3.42
28.39,11.91,65.24,367.39,0.18,2.98
30.32,13.35,65.38,366.58,0,0.16
18.91,6.96,60.91,362.99,0.07,1.05
21.89,8.33,62.23,364.52,0.01,0.21
25.63,10.53,64.5,366.98,0.02,4.66
31.96,14.16,67.28,369.83,0.01,0.06
40.71,20.76,69.69,372.24,0.02,0.65
40.29,21.04,71.93,374.75,0.08,0.96
32.39,14.59,73.65,377.49,0.01,0.38
13.43,5.09,62.55,364.4,0.07,1.64
9.98,3.42,58.27,362.29,0.03,0.82
12.5,4.06,61.17,365.8,0.01,0.05
16.88,5.66,64.09,369.25,0.04,1.29
21.4,8.17,64.59,370.65,0.03,0.51
17.87,5.98,66.25,372.66,0.04,0.51
18.23,5.97,68.75,376.12,0.02,0.65
24.56,9.24,72.17,379.82,0.07,1.15
30.83,12.65,75.45,383.43,0.03,1.7
30.53,12.14,79.02,387.1,0.01,0.22
32.03,12.46,82.76,390.95,0,0.05
46.09,23.41,85.96,394.45,0.09,2.54
36.83,15.71,88.09,397.21,0.03,1.43
38.45,17.25,90,399.55,0.02,0.55
34.11,14.29,92.08,402.42,0.01,0.17
22.35,8.73,89.46,402.84,0,0
13.55,3.56,87.95,404.43,0,0.02
17.72,5.36,85.98,403.68,0,0
22.36,7.26,86.66,404.95,0.03,0.52
27.11,10.23,85.37,404.57,0.01,0.18
31.42,13.03,86.17,405.08,0.02,0.42
26.26,9.28,89.63,408.74,0.01,0.06
25.6,8.81,92.48,412.31,0.01,0.38
28.63,10.37,95.12,415.56,0.04,10.88
32.08,12.07,98.79,419.23,0.01,0.51
37.12,14.83,103.42,423.92,0.02,0.21
60.27,33.93,106.71,427.72,0.01,0.72
39.06,15.82,109.27,431,0.06,1.7
34.56,12.83,112.68,434.9,0.01,0.1
31.65,10.92,116.24,439.97,0,0.03
32.99,11.33,120.85,445.7,0.02,1.13
39.81,15.02,125.79,451.77,0.04,4.44
55.22,26.08,130.53,457.71,0.19,30.07
56.39,27.12,134.77,463.29,0.02,1.6
53.78,24.75,138.76,468.64,0.04,0.99
47.11,19.44,142.16,473.82,0.01,0.33
41.11,15.31,145.54,479.04,0,0
39.64,14.15,149.37,484.44,0,0
62.58,39.64,146.43,486.21,0.02,0.81
32.62,11.52,146,489.03,0.02,0.74
32.11,10.77,147.69,493.17,0,0.18
31.05,9.84,151.36,498.33,0.03,0.27
37.29,12.98,155.4,503.8,0.01,0.17
44.68,17.33,159.14,509.15,0.01,0.11
40.39,14.88,162.7,514.42,0,0.04
45.31,18.19,165.87,519.49,0.01,0.41
41.42,16.27,167.09,523.09,0.03,1.17
35.64,12.51,170.28,528.14,0.01,0.79
38.9,14.55,173.42,533.13,0.02,0.68
31.79,10.53,174.5,537.4,0,0
33.98,10.95,176.73,542.26,0.03,0.43
39.15,14.89,178.43,546.31,0,0.05
32.94,10.58,181.65,551.3,0,0
33.02,10.71,184.54,556.33,0.02,0.55
32,9.66,187.93,561.67,0.01,0.59
37.68,13.06,189.96,566.43,0.02,0.7
27.82,9.8,171.44,561.16,0,0.16
31.39,10.17,173.54,565.8,0.02,0.19
38.2,13.54,177.93,571.41,0,0
41.3,15.21,182.5,577.35,0,0.07
43.44,16.3,187.51,584.21,0.01,0.25
44.7,16.78,192.72,591.23,0.02,1.82
52.73,22.1,198,598.3,0.06,4.24
47.55,18.12,203.31,605.42,0.01,0.57
54.04,22.45,208.29,612.53,0.04,0.82
57.91,25.18,213.08,619.44,0.04,44.03
63.33,30.1,217.34,625.89,0.04,2.32
55.02,25.45,221.01,631.91,0.02,2.37
42.88,17.27,212.31,632.45,0.01,0.31
30.81,9.24,211.6,636.02,0.02,0.81
39.35,13.42,215.76,642.28,0.01,1.35
41.04,14.01,220.23,648.77,0.01,0.1
44.87,15.98,224.88,655.64,0.01,0.08
43.59,15.17,229.97,662.59,0,0.11
45.03,16.03,235.19,669.64,0.01,1.13
44.91,15.98,239.88,676.45,0.02,0.44
42.25,14.72,240.08,681.71,0,0
43.3,15.3,242.32,687.1,0.02,0.47
45.32,16.2,247.2,693.94,0.02,2.29
45.67,15.94,252.19,700.83,0.06,5.07
44.07,14.92,257.06,707.69,0.04,1
48.37,17.73,262.04,714.69,0.01,0.42
50.47,18.95,267.21,721.74,0.02,0.32
48.61,17.5,272.38,728.81,0.01,1.32
51.85,19.37,277.8,735.98,0.04,6.51
49.94,18.22,279.8,743.06,0.09,39.64
51.56,20.04,283.14,749.77,0.1,20.11
52.19,20.63,288.07,756.77,0.02,1
48.48,18.76,286.77,761.98,0.01,0.7
46.16,16.97,290.62,768.57,0.02,0.65
44,15.22,294.64,775.5,0,0
41.44,13.42,298.93,782.61,0.01,0.13
40.76,12.96,303.29,789.82,0,0.21
44.8,15.2,306.93,797.04,0,0
46.57,16.13,311.93,804.64,0.03,0.94
48.86,17.32,317.04,812.38,0.01,0.64
59.55,24.95,321.66,819.78,0.03,1.46
52.68,20.21,326,827.03,0.01,0.8
62.24,28.77,330.43,834.24,0.01,0.38
58.57,24.17,335.12,841.56,0.05,40.83
53.34,20.16,340.15,849.1,0.01,0.29
57.99,22.92,345.32,856.8,0.07,17.97
57.98,23.14,349.98,864.4,0.18,47.23
55.48,21.31,354.59,871.97,0.19,35.49
45.01,15.49,345.53,877.83,0.07,8.55
41.28,13.33,335.6,883.34,0.14,9.98
37.56,12.19,319.37,888.45,0.03,17.4
41.03,13.52,311.04,892.34,0.12,12.16
45.46,15.72,304.74,896.37,0,0
42.96,14.43,301.97,902.63,0.05,2
46.29,15.95,307.27,910.44,0.14,58.63
47.14,16.46,313.02,918.23,0.02,1.07
46.82,16.24,318.46,925.98,0.07,2.32
47.72,16.96,314.04,925.99,0.03,5.53
47.12,16.31,317.91,933.54,0.03,0.53
51.64,19.34,315.58,939.34,0.01,4.01
51.63,19.21,320.8,946.95,0.02,0.25
48.77,17.09,326.42,954.61,0.03,1.16
58.61,24.14,331.91,962.2,0.13,45.91
57.86,24.17,337.3,969.76,0.22,86.69
59.9,25.37,342.08,977.28,0.13,17.53
56.25,22.58,345.23,983.98,0.07,4.87
53.73,20.76,347.02,989.89,0.03,1.85
51.64,19.37,350.71,996.6,0.06,1.71
59.67,24.95,352.3,1003.41,0.01,1.53
61.45,26.35,346.24,1009.79,0.01,0.34
57.37,23.03,350.43,1016.42,0.03,3.94
46.93,15.81,355.12,1023.38,0.03,1.57
46.5,15.45,359.27,1030.56,0.04,6.51
52.33,18.94,364.34,1037.91,0.06,16.68
50.87,18.02,369.51,1045.32,0.07,3.44
50.92,18.07,374.71,1052.83,0.04,9.31
53.87,20.85,375.67,1058.39,0.13,30.15
44.88,14.97,345.37,1050.59,0.09,16.03
35.78,10.75,319.39,1036.2,0.03,1.87
28.1,7.74,284.44,1027.69,0.11,12.06
30.45,8.69,271.28,1024.84,0.04,3.19
33.42,9.92,269.01,1022.8,0.05,0.85
35.42,10.78,270.97,1027.14,0.02,0.46
35.97,11.16,273.25,1030.75,0.03,0.68
34.64,10.78,273.8,1035.75,0.01,0.45
37.15,12.42,266.53,1035.18,0.01,0.15
44.64,16.87,263.87,1040.32,0,0.08
38.84,14.04,261.44,1044.11,0,0
36.24,11.54,263.53,1050.24,0.06,1.16
50.02,20.09,267.43,1056.3,0.08,42.43
42.2,14.8,268.71,1061.32,0.06,1.4
37.75,11.65,273.33,1067.75,0.01,0.18
39.9,12.65,278.51,1074.58,0,0.1
43.83,14.73,283.9,1081.53,0,0
48.33,17.25,289.38,1088.6,0.01,0.2
50.91,18.58,294.97,1095.75,0.03,0.89
57.69,23.23,299.6,1101.78,0.01,0.71
66.26,29.78,303.69,1107.32,0.1,5.53
53.48,21.16,303.82,1107.29,0.04,5.98
41.82,13.43,307.19,1112.4,0.14,32.14
